_id,Time_Stamp,Device_ID,Current,voltage,Power_Factor,Real_Power,room_temp,External_temp,Humidity,unit_consumption,_updated,_created,_etag
ObjectId(64ae79cae74c5fc6016e4c40),2023-07-12T10:01:35.221031+00:00,C108AC01,0.8,241,0.04,,25,23.2,43.73,0.04,2023-07-12T10:00:42.000Z,2023-07-12T10:00:42.000Z,89c637a4a2cb240ecf7bef2abd08558627643ea9
ObjectId(64ae7a6de74c5fc6016e4c41),2023-07-12T10:04:16.626370+00:00,C108AC01,0.8,242,0.02,,24.9,23.2,44.53,0.04,2023-07-12T10:03:24.000Z,2023-07-12T10:03:24.000Z,4322138c4db75eef5acce9ba9fbc13a2d86c5d58
ObjectId(64ae7b0ee74c5fc6016e4c42),2023-07-12T10:06:58.043740+00:00,C108AC01,0.8,243,-0,,24.9,23.2,44.43,0.04,2023-07-12T10:06:06.000Z,2023-07-12T10:06:06.000Z,d056eab235a86ecd9b11c6c0c7065bb581de154c
ObjectId(64ae7bb3e74c5fc6016e4c43),2023-07-12T10:09:39.426874+00:00,C108AC01,0.8,241,0,,24.8,23.2,44.53,0.04,2023-07-12T10:08:50.000Z,2023-07-12T10:08:50.000Z,223fefa3a4b6b762b1a1c55617ed4bcb7e4899df
ObjectId(64ae7c50e74c5fc6016e4c44),2023-07-12T10:12:20.825952+00:00,C108AC01,0.8,241,0.06,,24.8,23.2,44.53,0.04,2023-07-12T10:11:27.000Z,2023-07-12T10:11:27.000Z,78a030510a7fe22c0498c6f8bc96b2ee470882e8
ObjectId(64ae7cf3e74c5fc6016e4c45),2023-07-12T10:15:02.231583+00:00,C108AC01,0.8,241,-0,,24.9,23.2,44.53,0.04,2023-07-12T10:14:10.000Z,2023-07-12T10:14:10.000Z,790e483c056b5ec03c74d92695fabe4e9ef1f5f2
ObjectId(64ae7d9be74c5fc6016e4c46),2023-07-12T10:17:43.645146+00:00,C108AC01,0.8,240,0,,24.9,23.2,44.63,0.04,2023-07-12T10:16:59.000Z,2023-07-12T10:16:59.000Z,eecd62e45dedbd5f5c273beafbb52268f50d45e2
ObjectId(64ae7e37e74c5fc6016e4c47),2023-07-12T10:20:25.033652+00:00,C108AC01,0.8,241,0.04,,24.9,23.2,44.53,0.04,2023-07-12T10:19:34.000Z,2023-07-12T10:19:34.000Z,56d32ad78e6d5ec51e1bb6dcc77529e42fab8689
ObjectId(64ae7ed7e74c5fc6016e4c48),2023-07-12T10:23:06.435301+00:00,C108AC01,0.8,243,0.04,,24.9,23.2,44.43,0.04,2023-07-12T10:22:15.000Z,2023-07-12T10:22:15.000Z,64b998a07d0be9ec738db1af3c9d85fb3c74d476
ObjectId(64ae7f82e74c5fc6016e4c49),2023-07-12T10:25:47.819707+00:00,C108AC01,0.8,240,0.03,,24.8,23.2,44.43,0.04,2023-07-12T10:25:06.000Z,2023-07-12T10:25:06.000Z,bda087172adda4cb3649ef6b077908b4bee264c1
ObjectId(64ae8019e74c5fc6016e4c4a),2023-07-12T10:28:29.216517+00:00,C108AC01,0.8,241,0.03,,24.9,23.2,44.53,0.04,2023-07-12T10:27:37.000Z,2023-07-12T10:27:37.000Z,c9ff9c882d4691836187f5925154f658c4df693b
ObjectId(64ae8f38e74c5fc6016e4c62),2023-07-12T10:31:10.609081+00:00,C108AC01,0.7,241,-0,,24.9,25.3,44.43,0.03,2023-07-12T11:32:08.000Z,2023-07-12T11:32:08.000Z,6d5bc5c8c06d2cd9bc3645981910bca691f70327
ObjectId(64ae9d1ce74c5fc6016e4c78),2023-07-12T11:33:02.881544+00:00,C108AC01,0.8,241,0.02,,24.9,25.3,44.43,0.04,2023-07-12T12:31:23.000Z,2023-07-12T12:31:23.000Z,52f226d14f1b425a6b528022fdd9a66c0ad90fab
ObjectId(64ae9e7ee74c5fc6016e4c79),2023-07-12T12:34:55.089942+00:00,C108AC01,0.7,239,0.06,,24.9,25.3,44.43,0.03,2023-07-12T12:37:17.000Z,2023-07-12T12:37:17.000Z,82bf841b5f48a6ff0cf3bf7be0e52f6da90bf171
ObjectId(64ae9eb3e74c5fc6016e4c7a),2023-07-12T12:37:36.494855+00:00,C108AC01,0.7,243,-0,,24.9,26.4,44.03,0.03,2023-07-12T12:38:11.000Z,2023-07-12T12:38:11.000Z,ccac41a1fbcbf8783a05c6ec307d19c7a04eb782
ObjectId(64ae9f24e74c5fc6016e4c7b),2023-07-12T12:40:17.886023+00:00,C108AC01,0.7,241,-0,,24.9,24.7,44.13,0.03,2023-07-12T12:40:04.000Z,2023-07-12T12:40:04.000Z,50247c894af4eb6e43b33824088f46e4bc45f1ed
ObjectId(64ae9fa7e74c5fc6016e4c7c),2023-07-12T12:42:59.305963+00:00,C108AC01,0.7,241,0.01,,24.9,24.9,44.13,0.03,2023-07-12T12:42:15.000Z,2023-07-12T12:42:15.000Z,43952f9fc95a8f03c7ec473118e9c50da93d2e8f
ObjectId(64aea04be74c5fc6016e4c7d),2023-07-12T12:45:40.706164+00:00,C108AC01,0.7,239,0.01,,24.9,24.8,44.23,0.03,2023-07-12T12:44:58.000Z,2023-07-12T12:44:58.000Z,75926c9ba9a5c4dc0a7cf28477cc5ae9ebcea028
ObjectId(64aea0ece74c5fc6016e4c7e),2023-07-12T12:48:22.107509+00:00,C108AC01,0.8,241,0.07,,24.9,23.8,44.33,0.04,2023-07-12T12:47:39.000Z,2023-07-12T12:47:39.000Z,7aacfd13a83016c166140f6b2fa00754680dbdd3
ObjectId(64aea18ee74c5fc6016e4c7f),2023-07-12T12:51:03.509094+00:00,C108AC01,0.8,240,0.02,,24.9,23.8,44.03,0.04,2023-07-12T12:50:22.000Z,2023-07-12T12:50:22.000Z,1d161e62a79c7b1daf2c5ebed289f550ec5f8d5b
ObjectId(64aea231e74c5fc6016e4c80),2023-07-12T12:53:44.902145+00:00,C108AC01,0.8,241,0.02,,24.9,23.8,43.83,0.04,2023-07-12T12:53:04.000Z,2023-07-12T12:53:04.000Z,6f386ed00e9597451e9ed0c7815ac17eaa71ad5f
ObjectId(64aea2d3e74c5fc6016e4c81),2023-07-12T12:56:26.311728+00:00,C108AC01,0.7,240,0.06,,24.9,23.8,43.73,0.04,2023-07-12T12:55:47.000Z,2023-07-12T12:55:47.000Z,866c894a7a852f6f86a311b5488a72767ea0927b
ObjectId(64aea374e74c5fc6016e4c82),2023-07-12T12:59:07.704895+00:00,C108AC01,0.7,241,0.09,,24.9,23.8,43.73,0.04,2023-07-12T12:58:28.000Z,2023-07-12T12:58:28.000Z,753b831efca9aea061579f658fdd4db64100c632
ObjectId(64aea40ae74c5fc6016e4c83),2023-07-12T13:01:49.111676+00:00,C108AC01,0.7,240,0.02,,25,23.8,43.73,0.03,2023-07-12T13:00:58.000Z,2023-07-12T13:00:58.000Z,9b5ab8f0d9e0beacfefbc989bd1834990c52abc9
ObjectId(64aea4a8e74c5fc6016e4c84),2023-07-12T13:04:30.500365+00:00,C108AC01,0.8,243,0.03,,24.9,23.8,44.53,0.04,2023-07-12T13:03:35.000Z,2023-07-12T13:03:35.000Z,8ecfdaf990eb1bf81fe92f5f0288259c77a55ff9
ObjectId(64aea54be74c5fc6016e4c85),2023-07-12T13:07:11.946377+00:00,C108AC01,0.7,242,0.05,,24.9,23.8,44.43,0.04,2023-07-12T13:06:19.000Z,2023-07-12T13:06:19.000Z,607a483e6e27db0ae6181f4a0baf81a157afc040
ObjectId(64aea5f1e74c5fc6016e4c86),2023-07-12T13:09:53.307629+00:00,C108AC01,0.8,240,0,,24.8,23.8,44.53,0.04,2023-07-12T13:09:04.000Z,2023-07-12T13:09:04.000Z,51b801faded9bda7ff51cc840ffae2a0c0bf8aea
ObjectId(64aea692e74c5fc6016e4c87),2023-07-12T13:12:34.695062+00:00,C108AC01,0.7,240,0.05,,24.8,23.8,44.53,0.03,2023-07-12T13:11:45.000Z,2023-07-12T13:11:45.000Z,0ff55399c95649dc98794d170f83dbd6bf5748b1
ObjectId(64aea739e74c5fc6016e4c88),2023-07-12T13:15:16.092225+00:00,C108AC01,0.8,242,-0,,24.9,23.8,44.53,0.04,2023-07-12T13:14:33.000Z,2023-07-12T13:14:33.000Z,252cddd1703f747c451e4dfaa8535befdf9b1975
ObjectId(64aea7d5e74c5fc6016e4c89),2023-07-12T13:17:57.502444+00:00,C108AC01,0.8,242,0.05,,24.9,23.8,44.63,0.04,2023-07-12T13:17:09.000Z,2023-07-12T13:17:09.000Z,edb661775dab311aa52e18a95a2bc37d7906c0db
ObjectId(64aea874e74c5fc6016e4c8a),2023-07-12T13:20:38.903712+00:00,C108AC01,0.7,239,-0,,24.9,23.8,44.53,0.03,2023-07-12T13:19:47.000Z,2023-07-12T13:19:47.000Z,9f33ba7e2025b28bd4e3526b7c85960ff48692e3
ObjectId(64aea917e74c5fc6016e4c8b),2023-07-12T13:23:20.295968+00:00,C108AC01,0.8,241,0.09,,24.9,23.8,44.43,0.04,2023-07-12T13:22:30.000Z,2023-07-12T13:22:30.000Z,14867f82df802411f910d4f5f92f97b3a2f59406
ObjectId(64aea9b3e74c5fc6016e4c8c),2023-07-12T13:26:01.688961+00:00,C108AC01,0.7,241,0.05,,24.8,23.8,44.43,0.04,2023-07-12T13:25:07.000Z,2023-07-12T13:25:07.000Z,ee9a53e10e340a6c7b5a606cea800a1e5f7b5150
ObjectId(64aeaa5ce74c5fc6016e4c8d),2023-07-12T13:28:43.096704+00:00,C108AC01,0.7,241,0.05,,24.9,23.8,44.53,0.04,2023-07-12T13:27:55.000Z,2023-07-12T13:27:55.000Z,1d53a04f91f2847311c9198836f2b27feff1695d
ObjectId(64aeb97ae74c5fc6016e4ca4),2023-07-12T13:31:24.490227+00:00,C108AC01,0.7,240,0.06,,24.9,25.3,44.43,0.04,2023-07-12T14:32:25.000Z,2023-07-12T14:32:25.000Z,1502dad6820ff4f34134d3f192a10daa745b40c9
ObjectId(64aec764e74c5fc6016e4cba),2023-07-12T14:33:16.771387+00:00,C108AC01,0.8,241,0.03,,24.9,25.3,44.43,0.04,2023-07-12T15:31:48.000Z,2023-07-12T15:31:48.000Z,1d25c233ac855dc25a2a09b12571e2cd821215fe
ObjectId(64aed541e74c5fc6016e4cda),2023-07-12T15:32:27.620746+00:00,C108AC01,0.8999999999999999,240,0.67,,24.9,25.3,44.43,0.08,2023-07-12T16:30:56.000Z,2023-07-12T16:30:56.000Z,5d8ccefd3a8d4988ae80145721e3d9cb0f567dab
ObjectId(64aee3c0e74c5fc6016e4d06),2023-07-12T16:31:38.516767+00:00,C108AC01,0.8999999999999999,239,0.66,,24.9,25.3,44.43,0.08,2023-07-12T17:32:48.000Z,2023-07-12T17:32:48.000Z,d3798b06078eee31e711aeb8480043c139ae4f55
ObjectId(64aef19ae74c5fc6016e4d31),2023-07-12T17:33:30.819142+00:00,C108AC01,0.8999999999999999,239,0.68,,24.9,25.3,44.43,0.08,2023-07-12T18:31:53.000Z,2023-07-12T18:31:53.000Z,6c7585063d3a1d3db8f656555dfedae34a16227d
ObjectId(64aef29ae74c5fc6016e4d33),2023-07-12T18:35:23.088996+00:00,C108AC01,0.8999999999999999,239,0.64,,24.9,25.3,44.43,0.07,2023-07-12T18:36:09.000Z,2023-07-12T18:36:09.000Z,3f25dd481d2f7fe8d672590a8959380ab3ede842
ObjectId(64aef313e74c5fc6016e4d34),2023-07-12T18:38:04.513590+00:00,C108AC01,0.8999999999999999,239,0.67,,24.9,25.3,44.03,0.08,2023-07-12T18:38:11.000Z,2023-07-12T18:38:11.000Z,afe1a69e853d0d442f64daf89b43deedd3857bf5
ObjectId(64aef385e74c5fc6016e4d36),2023-07-12T18:40:45.889949+00:00,C108AC01,0.8999999999999999,239,0.67,,24.9,26.4,44.13,0.08,2023-07-12T18:40:04.000Z,2023-07-12T18:40:04.000Z,a7a02e56601fdaf7ae016b058f66adc74e0d5543
ObjectId(64aef428e74c5fc6016e4d39),2023-07-12T18:43:27.288748+00:00,C108AC01,0.8999999999999999,237,0.66,,24.9,24.7,44.13,0.08,2023-07-12T18:42:47.000Z,2023-07-12T18:42:47.000Z,931cf739f7cdc18812e7d1b65cc3fd03bc267800
ObjectId(64aef4bbe74c5fc6016e4d3b),2023-07-12T18:46:08.691194+00:00,C108AC01,0.8999999999999999,240,0.67,,24.9,24.9,44.23,0.08,2023-07-12T18:45:14.000Z,2023-07-12T18:45:14.000Z,72dd1dfb99c5fa23f50cc0fd36973744dbae9c04
ObjectId(64aef55de74c5fc6016e4d3d),2023-07-12T18:48:50.118905+00:00,C108AC01,0.8999999999999999,240,0.68,,24.9,24.8,44.33,0.08,2023-07-12T18:47:56.000Z,2023-07-12T18:47:56.000Z,52fdb7b3a85dafa76b1709c4459567cd59541ccd
ObjectId(64aef600e74c5fc6016e4d3f),2023-07-12T18:51:31.489520+00:00,C108AC01,0.8999999999999999,238,0.66,,24.9,24.8,44.03,0.07,2023-07-12T18:50:40.000Z,2023-07-12T18:50:40.000Z,eb647d0e4ad9a031082e85483d0931ee79562ad2
ObjectId(64aef6a1e74c5fc6016e4d41),2023-07-12T18:54:12.901683+00:00,C108AC01,0.8999999999999999,240,0.67,,24.9,24.8,43.83,0.08,2023-07-12T18:53:20.000Z,2023-07-12T18:53:20.000Z,a79bd7b17d97c509120691d079000868e7442eb2
ObjectId(64aef745e74c5fc6016e4d43),2023-07-12T18:56:54.307163+00:00,C108AC01,0.8999999999999999,239,0.66,,24.9,24.8,43.73,0.08,2023-07-12T18:56:04.000Z,2023-07-12T18:56:04.000Z,89637edae98141a31e32d851e1d937c4ebd61d58
ObjectId(64aef7e3e74c5fc6016e4d45),2023-07-12T18:59:35.707611+00:00,C108AC01,0.8999999999999999,238,0.67,,24.9,24.8,43.73,0.08,2023-07-12T18:58:42.000Z,2023-07-12T18:58:42.000Z,76ac72cbbc996c7d8b3ea342214ea2fa6c864a2f
ObjectId(64aef88ae74c5fc6016e4d47),2023-07-12T19:02:17.110754+00:00,C108AC01,0.8999999999999999,238,0.67,,25,24.8,43.73,0.08,2023-07-12T19:01:29.000Z,2023-07-12T19:01:29.000Z,f62f156502222e2614df6d7448f1f7f6b970a89b
ObjectId(64aef92ee74c5fc6016e4d49),2023-07-12T19:04:58.510489+00:00,C108AC01,0.8999999999999999,238,0.67,,24.9,24.8,44.53,0.08,2023-07-12T19:04:14.000Z,2023-07-12T19:04:14.000Z,85106189251f5a16983f0460aa360d52e86d1a09
ObjectId(64aef9d0e74c5fc6016e4d4b),2023-07-12T19:07:39.926123+00:00,C108AC01,0.8999999999999999,238,0.67,,24.9,24.8,44.43,0.07,2023-07-12T19:06:55.000Z,2023-07-12T19:06:55.000Z,7a14c8b162af4e62255c9af9617d193030765ae6
ObjectId(64aefa71e74c5fc6016e4d4d),2023-07-12T19:10:21.325336+00:00,C108AC01,0.8999999999999999,240,0.68,,24.8,24.8,44.53,0.08,2023-07-12T19:09:36.000Z,2023-07-12T19:09:36.000Z,e925c62df84c975397fbc823cd38b8ef1f427319
ObjectId(64aefb14e74c5fc6016e4d4f),2023-07-12T19:13:02.894014+00:00,C108AC01,0.8999999999999999,239,0.66,,24.8,24.8,44.53,0.08,2023-07-12T19:12:20.000Z,2023-07-12T19:12:20.000Z,0845862a4fd69a0126757ddddb80437e45d069b6
ObjectId(64aefbb4e74c5fc6016e4d51),2023-07-12T19:15:44.290463+00:00,C108AC01,0.8999999999999999,239,0.65,,24.9,24.8,44.53,0.07,2023-07-12T19:15:00.000Z,2023-07-12T19:15:00.000Z,27a04d441c1fcd67d840d9958fd62f32baa2c61a
ObjectId(64aefc4ce74c5fc6016e4d53),2023-07-12T19:18:25.882812+00:00,C108AC01,0.8999999999999999,239,0.69,,24.9,24.8,44.63,0.08,2023-07-12T19:17:31.000Z,2023-07-12T19:17:31.000Z,a34c9db9b4fd83860ee9982305c36521d7968d7b
ObjectId(64bf6aafe74c5fc6016e549f),2023-07-12T18:32:41.687229+00:00,C108AC01,0.8999999999999999,240,0.64,,24.9,21.6,44.43,0.08,2023-07-25T06:24:46.000Z,2023-07-25T06:24:46.000Z,1e9641a5f765a9e077e9a9b3bc968e57760026f6
ObjectId(64bf6bece74c5fc6016e54a3),2023-07-25T06:30:57.493165+00:00,C108AC01,1.1,241,-0,,24.9,21.5,44.03,0.13,2023-07-25T06:30:04.000Z,2023-07-25T06:30:04.000Z,4a6d492b6e32aadff2664477c705f854fba7b311
ObjectId(64bf6d34e74c5fc6016e54a7),2023-07-25T06:28:16.076937+00:00,C108AC01,1.5,243,0.01,,24.9,21.2,44.13,0.21,2023-07-25T06:35:31.000Z,2023-07-25T06:35:31.000Z,21848a2c610c45fa673c6d34f4f20935a38c8c03
ObjectId(64bf6d5ae74c5fc6016e54a8),2023-07-25T06:36:20.286484+00:00,C108AC01,0.8,242,0,,24.9,21.6,44.43,0.06,2023-07-25T06:36:09.000Z,2023-07-25T06:36:09.000Z,d48f9e3f72a0efa9f63434561574aa1e8cc594ca
ObjectId(64bf6dd4e74c5fc6016e54aa),2023-07-25T06:39:01.712607+00:00,C108AC01,0.8,243,-0,,24.9,21.5,44.03,0.05,2023-07-25T06:38:11.000Z,2023-07-25T06:38:11.000Z,1b3115240ad793e3f9b3be74fc8a6a7300ab01e4
ObjectId(64bf6e76e74c5fc6016e54ad),2023-07-25T06:41:43.124176+00:00,C108AC01,0.8,239,0.02,,24.9,21.2,44.13,0.04,2023-07-25T06:40:54.000Z,2023-07-25T06:40:54.000Z,89a588ffbd83b34cd2397b95146d57701dff23f1
ObjectId(64bf6f15e74c5fc6016e54b0),2023-07-25T06:44:24.497059+00:00,C108AC01,0.8,242,0.06,,24.9,21.9,44.13,0.04,2023-07-25T06:43:32.000Z,2023-07-25T06:43:32.000Z,32017d785fcfb738651c25ec9799d1c12784fa38
ObjectId(64bf6fb9e74c5fc6016e54b3),2023-07-25T06:47:05.919882+00:00,C108AC01,0.8,240,-0,,24.9,21.9,44.23,0.04,2023-07-25T06:46:17.000Z,2023-07-25T06:46:17.000Z,e9a3eec6067659b4560a2c7e7767572c3ab38a5d
ObjectId(64bf705fe74c5fc6016e54b6),2023-07-25T06:49:47.328805+00:00,C108AC01,0.8,242,0.01,,24.9,21.9,44.33,0.04,2023-07-25T06:49:02.000Z,2023-07-25T06:49:02.000Z,0a150c23e0837dc42b3c2bd66481ccf8837910b8
ObjectId(64bf7100e74c5fc6016e54b9),2023-07-25T06:52:28.740310+00:00,C108AC01,0.8,242,0.11,,24.9,21.9,44.03,0.04,2023-07-25T06:51:43.000Z,2023-07-25T06:51:43.000Z,19352a90d7029eb54c8689f63b0fdd5c60f0a735
ObjectId(64bf71a6e74c5fc6016e54bc),2023-07-25T06:55:10.143371+00:00,C108AC01,0.8,241,0.07,,24.9,21.9,43.83,0.04,2023-07-25T06:54:29.000Z,2023-07-25T06:54:29.000Z,731a1d483b53408ffa6fc15aea19761761db9eef
ObjectId(64bf7247e74c5fc6016e54bf),2023-07-25T06:57:51.559398+00:00,C108AC01,0.8,241,0.01,,24.9,21.9,43.73,0.04,2023-07-25T06:57:11.000Z,2023-07-25T06:57:11.000Z,b83436ee715a150c3237f615a9b201ae7e867036
ObjectId(64bf72dee74c5fc6016e54c2),2023-07-25T07:00:32.946587+00:00,C108AC01,0.8,241,0.01,,24.9,21.9,43.73,0.04,2023-07-25T06:59:41.000Z,2023-07-25T06:59:41.000Z,01b08ec803e876acf9e9e16cf63821404fce349b
ObjectId(64bf738be74c5fc6016e54c5),2023-07-25T07:03:14.358509+00:00,C108AC01,0.7,239,0.11,,25,21.9,43.73,0.03,2023-07-25T07:02:35.000Z,2023-07-25T07:02:35.000Z,3853e292933057b548de6437b199a77af7a40d18
ObjectId(64bf7421e74c5fc6016e54c8),2023-07-25T07:05:55.751209+00:00,C108AC01,0.8,239,0.07,,24.9,21.9,44.53,0.04,2023-07-25T07:05:04.000Z,2023-07-25T07:05:04.000Z,ef393c179b3459faf2960660442d85c3607f3f72
ObjectId(64bf74c0e74c5fc6016e54cb),2023-07-25T07:08:37.141827+00:00,C108AC01,0.7,239,0.04,,24.9,21.9,44.43,0.04,2023-07-25T07:07:43.000Z,2023-07-25T07:07:43.000Z,a1b69369357b2af6f4b4eb6e86e29432506116f3
ObjectId(64bf7564e74c5fc6016e54ce),2023-07-25T07:11:18.545749+00:00,C108AC01,0.7,239,0.04,,24.8,21.9,44.53,0.03,2023-07-25T07:10:28.000Z,2023-07-25T07:10:28.000Z,88d0ae808d3240b7e69e2c9cc32c2950a8fa8db7
ObjectId(64bf7610e74c5fc6016e54d1),2023-07-25T07:13:59.946441+00:00,C108AC01,0.8,241,-0,,24.8,21.9,44.53,0.04,2023-07-25T07:13:20.000Z,2023-07-25T07:13:20.000Z,372a8bccf362f0b4e0cbd86e4c8699f9f5fce8e8
ObjectId(64bf76ade74c5fc6016e54d4),2023-07-25T07:16:41.360647+00:00,C108AC01,0.7,241,0.07,,24.9,21.9,44.53,0.04,2023-07-25T07:15:56.000Z,2023-07-25T07:15:56.000Z,e99dc5b63ba6c6a410d030c9e73c04224ee3e122
ObjectId(64bf7752e74c5fc6016e54d7),2023-07-25T07:19:22.731113+00:00,C108AC01,0.7,241,0.01,,24.9,21.9,44.63,0.04,2023-07-25T07:18:42.000Z,2023-07-25T07:18:42.000Z,5ac776f18779cc4411a49ea17dd7c4518c0b3b31
ObjectId(64bf77f3e74c5fc6016e54da),2023-07-25T07:22:04.139320+00:00,C108AC01,0.8,241,0.03,,24.9,21.9,44.53,0.04,2023-07-25T07:21:22.000Z,2023-07-25T07:21:22.000Z,b48b45422770bf7073faf079efc79739ed0949c5
ObjectId(64bf7895e74c5fc6016e54dd),2023-07-25T07:24:45.539548+00:00,C108AC01,0.7,242,0.02,,24.9,21.9,44.43,0.04,2023-07-25T07:24:04.000Z,2023-07-25T07:24:04.000Z,7e8c13d9a675b1f77e6eb4b7b8046614bdbdc39b
ObjectId(64bf792ce74c5fc6016e54e0),2023-07-25T07:27:26.923075+00:00,C108AC01,0.8,243,0.01,,24.8,21.9,44.43,0.04,2023-07-25T07:26:35.000Z,2023-07-25T07:26:35.000Z,4f9716dde9b9724e2b4c452401a295581b9ed642
ObjectId(64bf79d4e74c5fc6016e54e3),2023-07-25T07:30:08.334558+00:00,C108AC01,0.8,241,0.06,,24.9,21.9,44.53,0.04,2023-07-25T07:29:23.000Z,2023-07-25T07:29:23.000Z,6607970119a26f3eefe2d678edc1230ee83ad074
ObjectId(64bf7b6be74c5fc6016e54e8),2023-07-25T07:35:31.139505+00:00,C108AC01,0.7,241,-0,,24.9,22.2,44.43,0.04,2023-07-25T07:36:10.000Z,2023-07-25T07:36:10.000Z,66477786c66bffe729887422bc2cde9b464c1ab3
ObjectId(64bf88f2e74c5fc6016e5525),2023-07-25T07:32:49.730629+00:00,C108AC01,0.8,243,-0,,24.9,22.2,44.03,0.04,2023-07-25T08:33:53.000Z,2023-07-25T08:33:53.000Z,beac4d8230c951843ccefd6a9bb3b6f08e140a83
ObjectId(64bf9630e74c5fc6016e5566),2023-07-25T08:32:00.556112+00:00,C108AC01,0.8,241,0.06,,24.9,22,44.43,0.04,2023-07-25T09:30:23.000Z,2023-07-25T09:30:23.000Z,e1718277282d451fe6a238a64584c4bda5c11bea
ObjectId(64bf977ae74c5fc6016e556a),2023-07-25T09:36:34.140214+00:00,C108AC01,0.7,242,0.06,,24.9,22,44.03,0.04,2023-07-25T09:35:53.000Z,2023-07-25T09:35:53.000Z,44c669cff7d30aa127e740defc505e4591badb06
ObjectId(64bfa4a9e74c5fc6016e5593),2023-07-25T09:31:11.341522+00:00,C108AC01,0.8,243,0.02,,24.9,21.5,44.43,0.04,2023-07-25T10:32:08.000Z,2023-07-25T10:32:08.000Z,26fb1c2193ccda08539db231c98e831a7e90b673
ObjectId(64bfb28ae74c5fc6016e55d3),2023-07-25T10:33:03.506939+00:00,C108AC01,0.8,242,-0,,24.9,21.7,44.43,0.04,2023-07-25T11:31:22.000Z,2023-07-25T11:31:22.000Z,54e414e8395bf07ebbafa3396139e1d1683a5d31
ObjectId(64bfc06be74c5fc6016e5614),2023-07-25T11:32:14.406139+00:00,C108AC01,0.7,242,0,,24.9,21.8,44.43,0.04,2023-07-25T12:30:34.000Z,2023-07-25T12:30:34.000Z,e169d8b5684a29be60d743ed939af915b6e0a7f8
ObjectId(64bfc1b1e74c5fc6016e5618),2023-07-25T12:36:48.013259+00:00,C108AC01,0.7,243,0,,24.9,21.8,44.03,0.04,2023-07-25T12:36:00.000Z,2023-07-25T12:36:00.000Z,9750ebd70afabe2e0c5ee99646c1de2ffdb7772b
ObjectId(64bfceeae74c5fc6016e5641),2023-07-25T12:31:25.234239+00:00,C108AC01,0.7,242,0.07,,24.9,21.8,44.43,0.04,2023-07-25T13:32:26.000Z,2023-07-25T13:32:26.000Z,e4c98668b38e9907240b69108ec6d2688503da8e
ObjectId(64bfdccce74c5fc6016e5681),2023-07-25T13:33:17.479611+00:00,C108AC01,0.8,242,0.02,,24.9,21.8,44.43,0.04,2023-07-25T14:31:39.000Z,2023-07-25T14:31:39.000Z,e0f7041e40c8a169e7b8192a57e7077249bf3121
ObjectId(64bfeab2e74c5fc6016e56c1),2023-07-25T14:32:28.301764+00:00,C108AC01,0.7,242,-0,,24.9,21.8,44.43,0.04,2023-07-25T15:30:57.000Z,2023-07-25T15:30:57.000Z,4e26b6e07b261da0c2e57849edc5587cdb955a53
ObjectId(64bff933e74c5fc6016e5703),2023-07-25T15:31:39.136503+00:00,C108AC01,0.8999999999999999,236,0.65,,24.9,21.8,44.43,0.07,2023-07-25T16:32:50.000Z,2023-07-25T16:32:50.000Z,a278f64e08a06afc942f0d98c3b42e5bf1660413
ObjectId(64c0070fe74c5fc6016e5743),2023-07-25T16:33:31.343989+00:00,C108AC01,0.8999999999999999,240,0.68,,24.9,21.9,44.43,0.08,2023-07-25T17:31:58.000Z,2023-07-25T17:31:58.000Z,f75e7430c8c7f9944fd2cd3f1a85fb86b223d51f
ObjectId(64c014f2e74c5fc6016e5783),2023-07-25T17:32:42.187053+00:00,C108AC01,0.8999999999999999,238,0.69,,24.9,21.9,44.43,0.08,2023-07-25T18:31:13.000Z,2023-07-25T18:31:13.000Z,aa937d15758bbe85f74965326c567ae4c35082b0
ObjectId(64c022cee74c5fc6016e57c4),2023-07-25T18:31:53.028562+00:00,C108AC01,0.8999999999999999,240,0.69,,24.9,21.9,44.43,0.08,2023-07-25T19:30:21.000Z,2023-07-25T19:30:21.000Z,3be1f064dd8704e987a2a9c438c51975cb3103a2
ObjectId(64c0240ae74c5fc6016e57c8),2023-07-25T19:36:26.718541+00:00,C108AC01,0.8999999999999999,238,0.66,,24.9,21.8,44.03,0.08,2023-07-25T19:35:37.000Z,2023-07-25T19:35:37.000Z,55a177ff807e622e6999a39d6c330ba41aa30a07
ObjectId(64c03143e74c5fc6016e57f1),2023-07-25T19:31:03.930676+00:00,C108AC01,0.8999999999999999,236,0.68,,24.9,21.9,44.43,0.07,2023-07-25T20:32:03.000Z,2023-07-25T20:32:03.000Z,8dc47159a6607e3f6a6338e15346f896a7c9b9ee
ObjectId(64c03f29e74c5fc6016e5831),2023-07-25T20:32:56.187487+00:00,C108AC01,0.8999999999999999,239,0.66,,24.9,21.9,44.43,0.08,2023-07-25T21:31:20.000Z,2023-07-25T21:31:20.000Z,53a604fd0b7d82cad33a15c0791821246df77f89
ObjectId(64c04d0de74c5fc6016e5872),2023-07-25T21:32:06.981457+00:00,C108AC01,0.8999999999999999,237,0.68,,24.9,21.9,44.43,0.08,2023-07-25T22:30:37.000Z,2023-07-25T22:30:37.000Z,9733e6d765607a3fa42cd568f19d7ccc5836c151
